pathway	pval	padj	ES	NES	nMoreExtreme	size
GO:0061198	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0035112	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0060479	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0060492	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0060484	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0060916	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0003338	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0003340	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0033234	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0072079	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0060066	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:2000144	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0060769	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0090279	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0030997	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0070602	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0048145	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0072182	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0003266	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0072053	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0072054	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0072033	0.110007518499466	0.536764115872828	-0.734028969314872	-1.37790637824466	5559	5
GO:0070423	0.105069816127822	0.536764115872828	-0.777278807676527	-1.37154195343143	5319	4
GO:0035617	0.104200817648569	0.536764115872828	-0.77800579094327	-1.37282474673537	5275	4
GO:0033567	0.109080987125331	0.536764115872828	0.686562833984475	1.40331360623079	5396	7
GO:0032466	0.104360753221011	0.536764115872828	-0.825140054521165	-1.3488676577791	5264	3
GO:0019318	0.103265256700032	0.536764115872828	0.829133819977974	1.35708960754982	5116	3
