pathway	pval	padj	ES	NES	nMoreExtreme	size
GO:0046872	1.03579714948624e-05	0.00379118383005113	0.398828551487206	1.46179198516063	0	1459
GO:0005525	1.15101289134438e-05	0.00379118383005113	0.495746088680066	1.74948702115758	0	566
GO:0005319	2.44666275200626e-05	0.00379118383005113	-0.745986351290194	-2.10523097948351	0	37
GO:0016874	2.52385038614911e-05	0.00379118383005113	0.512307795323882	1.73188535998877	1	308
GO:0003725	1.61938074880166e-05	0.00379118383005113	0.807257026055886	2.20035844559117	0	53
GO:0030170	1.50922893493714e-05	0.00379118383005113	0.710014451724824	2.10515421809707	0	93
GO:0015232	1.89875821212927e-05	0.00379118383005113	0.969524798884411	1.89410294532682	0	9
GO:0045735	2.19365594700127e-05	0.00379118383005113	-0.934810787234015	-2.16585000307622	0	15
GO:0047150	2.11255703904005e-05	0.00379118383005113	-0.979074030742714	-2.00761327597203	0	9
GO:0004782	1.93210580211372e-05	0.00379118383005113	0.997680487097709	1.84976930430028	0	7
GO:0008199	2.14362272240086e-05	0.00379118383005113	-0.915702914358453	-1.9719131324179	0	11
GO:0047298	1.96151507424335e-05	0.00379118383005113	0.998947095356538	1.7331548742432	0	5
GO:0003867	1.94707840884752e-05	0.00379118383005113	0.998962339009949	1.79556895063193	0	6
GO:0032145	1.96151507424335e-05	0.00379118383005113	0.998947095356538	1.7331548742432	0	5
GO:0004866	4.09009107269455e-05	0.0053759134536729	0.556848464972281	1.79521629026136	2	186
GO:0030246	3.90365772729047e-05	0.0053759134536729	-0.604564176557917	-2.23834386881158	0	206
GO:0003756	7.15435521373636e-05	0.00835867167471532	0.856225649642407	1.95944944465942	3	20
GO:0015485	6.90035881865857e-05	0.00835867167471532	0.811006247874025	2.00364810344304	3	30
GO:0015327	8.00544370171717e-05	0.00886076216037432	0.999298095703125	1.45782784792762	3	2
GO:0003950	0.000113356652416116	0.0119194520015546	0.698455899182993	1.90379679214323	6	53
GO:0008171	0.000156921205939468	0.015714537909081	0.979209177128259	1.69890994841703	7	5
GO:0020037	0.000211409041259998	0.0176046610914388	-0.469443449832937	-1.68614593082989	5	159
