pathway	pval	padj	ES	NES	nMoreExtreme	size
GO:0006695	2.1439444289604e-05	0.00456675538570031	0.791722538269725	2.26344665556673	0	24
GO:0043390	2.13255992493389e-05	0.00456675538570031	0.817171814546088	2.26323867959693	0	21
GO:0048252	2.13255992493389e-05	0.00456675538570031	0.817171814546088	2.26323867959693	0	21
GO:0002933	2.13255992493389e-05	0.00456675538570031	0.817171814546088	2.26323867959693	0	21
GO:0042742	2.24391338494334e-05	0.00456675538570031	0.646848037870616	2.32921986196908	0	73
GO:0007596	2.27484701653814e-05	0.00456675538570031	0.564800384847708	2.08773176484586	0	86
GO:0071356	2.15968727728225e-05	0.00456675538570031	0.751958171849502	2.26113550462884	0	30
GO:0030317	2.14619908142679e-05	0.00456675538570031	0.828013175773853	2.43382634753688	0	27
GO:0006633	2.24310805051479e-05	0.00456675538570031	0.613163434473062	2.19688868546682	0	71
GO:0009166	1.91102277939153e-05	0.00456675538570031	-0.883028392426026	-2.0340402168637	0	11
GO:0008203	2.2344371452831e-05	0.00456675538570031	0.593246489032724	2.09726502291392	0	66
GO:0009566	2.13954085453262e-05	0.00456675538570031	0.782813112244571	2.19277897407292	0	22
GO:0006642	2.11806070361977e-05	0.00456675538570031	0.857378275907767	2.17805140899112	0	15
GO:0034383	2.11501448784924e-05	0.00456675538570031	0.907879623596704	2.34910799186357	0	16
GO:0034374	2.11806070361977e-05	0.00456675538570031	0.879803049338153	2.23501845695445	0	15
GO:0009743	2.11590952370877e-05	0.00456675538570031	0.928671196112567	2.31677173399532	0	14
GO:0030212	2.14141933273374e-05	0.00456675538570031	0.807764452337717	2.28540817504917	0	23
GO:0006635	2.19034059796298e-05	0.00456675538570031	0.681918025633401	2.23013715565044	0	44
GO:0071379	2.10123762896346e-05	0.00456675538570031	0.93124315224427	2.23079712848931	0	12
GO:0042158	2.11806070361977e-05	0.00456675538570031	0.900818530019571	2.28840539081433	0	15
GO:0042159	2.11806070361977e-05	0.00456675538570031	0.852662291486664	2.16607110018018	0	15
GO:0042953	2.11590952370877e-05	0.00456675538570031	0.834587171197541	2.08205872636025	0	14
GO:0010886	2.11806070361977e-05	0.00456675538570031	0.889087092002704	2.25860328849832	0	15
GO:0010744	2.11806070361977e-05	0.00456675538570031	0.833143873419328	2.11648724767607	0	15
GO:0045540	2.10123762896346e-05	0.00456675538570031	0.93124315224427	2.23079712848931	0	12
GO:0010269	2.11806070361977e-05	0.00456675538570031	0.903985630374041	2.29645097300752	0	15
GO:0033227	1.94170986971127e-05	0.00456675538570031	-0.988617659088415	-1.93446865728444	0	6
GO:0001523	2.08938384070538e-05	0.00456675538570031	0.936082762198346	2.1388721987369	0	10
GO:0006351	3.54132728946809e-05	0.00686406920486212	0.27435472281717	1.32939328135126	0	1247
GO:0060402	3.92811548659531e-05	0.00712256037101684	-0.982812110329692	-1.72237972136998	1	4
GO:0061178	3.82204555878306e-05	0.00712256037101684	-0.863627322870584	-1.98935019776078	1	11
GO:0007169	4.53586737123807e-05	0.00728460299820833	0.520140841081271	1.90709921531873	1	82
GO:0010884	4.21194507623621e-05	0.00728460299820833	0.854858209141724	2.09269061944389	1	13
GO:0009791	4.42360435282668e-05	0.00728460299820833	0.594009716206225	1.9921722381197	1	50
GO:0008015	4.35729847494553e-05	0.00728460299820833	0.688556023004583	2.14350866927381	1	35
GO:0007586	5.79979120751653e-05	0.00905572954929178	-0.918455670447457	-1.875368086025	2	7
GO:0019433	6.4318332868812e-05	0.00955171566100727	0.750755891996738	2.14632757152622	2	24
GO:0033344	6.45730644223939e-05	0.00955171566100727	0.697493504594782	2.08291408143663	2	29
GO:0051056	6.99904346405991e-05	0.0100875957208925	0.461809897167987	1.79823270336855	2	120
GO:0042157	0.000111066684437336	0.0156076458305567	0.561320166483707	1.95581852495271	4	61
GO:0060291	0.000115072591626551	0.0157761716471425	-0.860899547201594	-1.93518931692779	5	10
GO:0001561	0.000126074257737808	0.0168729381605766	0.829842386440784	1.98789114133022	5	12
GO:0050804	0.000133771594557407	0.0174867472792369	-0.852788837836165	-1.96438394000625	6	11
GO:0044257	0.000190625463325779	0.0243524029398683	0.783649379547923	1.9907533036946	8	15
GO:0006956	0.000196095520306781	0.0244945093254314	0.631874119915767	1.99095563350382	8	37
GO:0034379	0.000233510943171928	0.0285340219906393	0.764243428841966	2.009712061587	10	17
GO:0007017	0.000254786343451991	0.0304713624796519	-0.569114186893551	-1.87188064516891	13	53
GO:0060716	0.000289999171430939	0.0330814829201196	0.895478335132547	1.85333399813722	13	7
GO:0007158	0.00029125648045669	0.0330814829201196	-0.921219000534148	-1.80258694212626	14	6
GO:0030301	0.000300152220054456	0.0330814829201196	0.700315917768567	2.00212529679607	13	24
GO:0042572	0.000296528498506767	0.0330814829201196	0.765323148579458	1.94419803829544	13	15
GO:0006826	0.000337028160575195	0.0364314478960225	-0.676252792122007	-1.93440246934787	17	27
GO:0008152	0.000412881915772089	0.0401655744064025	0.388591828940593	1.59760322334923	16	179
GO:0042730	0.000401852752691356	0.0401655744064025	0.75212614321387	1.94610109974016	18	16
GO:0010507	0.00041227270754676	0.0401655744064025	0.636554230163077	1.9556552132244	18	33
GO:0050913	0.000414446417998816	0.0401655744064025	-0.982802306326437	-1.59616983272656	20	3
GO:0050916	0.000414446417998816	0.0401655744064025	-0.982802306326437	-1.59616983272656	20	3
GO:0050917	0.000414446417998816	0.0401655744064025	-0.982802306326437	-1.59616983272656	20	3
GO:0051926	0.000491014435824413	0.046779527860492	-0.961691802666343	-1.68536634999807	24	4
